NumThreads;DeqMops;T_Avg_Deq;EnqMops;T_Avg_Enq;TotalMops
1;12.1506682867558;411.5;12.1506682867558;411.5;24.3013365735115
2;2.9322073657049;1705.2;2.9322073657049;1705.2;5.86441473140981
4;1.71479525344674;2915.8;1.71479525344674;2915.8;3.42959050689348
8;1.14502942725628;4366.7;1.14502942725628;4366.7;2.29005885451256
16;0.884940089555937;5650.1;0.884940089555937;5650.1;1.76988017911187
24;0.788618655562916;6340.2;0.788618655562916;6340.2;1.57723731112583
32;0.724438198177313;6901.9;0.724438198177313;6901.9;1.44887639635463
