NumThreads;DeqMops;T_Avg_Deq;EnqMops;T_Avg_Enq;TotalMops
1;12.1713729308666;410.8;0;0;12.1713729308666
2;2.88234276820199;1734.7;0;0;2.88234276820199
4;1.72093343429476;2905.4;0;0;1.72093343429476
8;1.67644593461861;2982.5;0;0;1.67644593461861
16;1.43669904028504;3480.2;0;0;1.43669904028504
24;1.29516901955705;3860.5;0;0;1.29516901955705
32;1.12228407254444;4455.2;0;0;1.12228407254444
