NumThreads;DeqMops;T_Avg_Deq;EnqMops;T_Avg_Enq;TotalMops
1;5.77967864986707;865.1;0;0;5.77967864986707
2;1.49351813131011;3347.8;0;0;1.49351813131011
4;0.913058563576268;5476.1;0;0;0.913058563576268
8;0.966669244451319;5172.4;0;0;0.966669244451319
16;1.07744688186872;4640.6;0;0;1.07744688186872
24;1.40264257861812;3564.7;0;0;1.40264257861812
32;1.61613549680005;3093.8;0;0;1.61613549680005
