NumThreads;DeqMops;T_Avg_Deq;EnqMops;T_Avg_Enq;TotalMops
1;44.5235975066785;224.6;0;0;44.5235975066785
2;21.654395842356;461.8;0;0;21.654395842356
4;11.7522623104948;850.9;0;0;11.7522623104948
8;13.2555673382821;754.4;0;0;13.2555673382821
12;13.3886731824876;746.9;0;0;13.3886731824876
16;13.1873928524331;758.3;0;0;13.1873928524331
24;12.4984376952881;800.1;0;0;12.4984376952881
32;11.9502868068834;836.8;0;0;11.9502868068834
