NumThreads;DeqMops;T_Avg_Deq;EnqMops;T_Avg_Enq;TotalMops
1;12.1506682867558;411.5;0;0;12.1506682867558
2;2.9322073657049;1705.2;0;0;2.9322073657049
4;1.71479525344674;2915.8;0;0;1.71479525344674
8;1.14502942725628;4366.7;0;0;1.14502942725628
16;0.884940089555937;5650.1;0;0;0.884940089555937
24;0.788618655562916;6340.2;0;0;0.788618655562916
32;0.724438198177313;6901.9;0;0;0.724438198177313
