NumThreads;DeqMops;T_Avg_Deq;EnqMops;T_Avg_Enq;TotalMops
1;85.4700854700855;117;0;0;85.4700854700855
2;7.86843968840979;1270.9;0;0;7.86843968840979
4;5.0193243989359;1992.3;0;0;5.0193243989359
8;6.15877317238406;1623.7;0;0;6.15877317238406
16;6.09273137147383;1641.3;0;0;6.09273137147383
24;6.65026268537607;1503.7;0;0;6.65026268537607
32;7.42280285035629;1347.2;0;0;7.42280285035629
