NumThreads;T_Avg;TotalMops;MaxMops;MinMops
1;54.2333333333333;18.4388444990781;18.5185185185185;18.1818181818182
2;119.366666666667;8.37754817090198;9.43396226415094;6.02409638554217
4;156.966666666667;6.37077935867488;6.99300699300699;5.74712643678161
8;158.5;6.30914826498423;7.2463768115942;5.68181818181818
16;160.666666666667;6.22406639004149;7.2463768115942;5.71428571428571
24;173.1;5.77700751010976;6.49350649350649;5.3475935828877
32;182.466666666667;5.48045305078553;6.32911392405063;5.26315789473684
48;189.333333333333;5.28169014084507;5.74712643678161;5.15463917525773
64;189.5;5.27704485488127;5.88235294117647;5.12820512820513
