NumThreads;DeqMops;T_Avg_Deq;EnqMops;T_Avg_Enq;TotalMops
1;45.4545454545455;220;0;0;45.4545454545455
2;20.4123290467442;489.9;0;0;20.4123290467442
4;11.8891927238141;841.1;0;0;11.8891927238141
8;13.7098985467508;729.4;0;0;13.7098985467508
16;13.0548302872063;766;0;0;13.0548302872063
24;12.3456790123457;810;0;0;12.3456790123457
32;12.0091269364717;832.7;0;0;12.0091269364717

