NumThreads;DeqMops;T_Avg_Deq;EnqMops;T_Avg_Enq;TotalMops
1;45.5166135639508;219.7;0;0;45.5166135639508
2;18.8857412653447;529.5;0;0;18.8857412653447
4;11.6306117701791;859.8;0;0;11.6306117701791
8;13.410218586563;745.7;0;0;13.410218586563
16;13.0582397492818;765.8;0;0;13.0582397492818
24;12.2144863808477;818.7;0;0;12.2144863808477
32;12.070006035003;828.5;0;0;12.070006035003
