NumThreads;T_Avg;TotalMops;MaxMops;MinMops
1;22.1666666666667;45.1127819548872;45.4545454545455;41.6666666666667
2;53.7333333333333;18.6104218362283;22.2222222222222;13.6986301369863
4;101.033333333333;9.89772352358957;11.7647058823529;8.54700854700855
8;80.2;12.4688279301746;13.5135135135135;11.2359550561798
16;80.1666666666667;12.4740124740125;13.6986301369863;11.4942528735632
24;86.4;11.5740740740741;12.987012987013;10.3092783505155
32;87.6;11.4155251141553;11.7647058823529;11.1111111111111
48;89.7;11.1482720178372;11.6279069767442;10.4166666666667
64;89.1333333333333;11.2191473448018;13.5135135135135;10.5263157894737
